chr	start	end	strand	pvalue	qvalue	meth.diff
Chromosome_12	5008493	5008495	*	9.59129126582906e-07	0.00587817629938619	54.7619047619048
Chromosome_12	8461273	8461275	*	5.28573937492985e-06	0.0179451558405698	-27.7777777777778
Chromosome_12	12823516	12823518	*	3.43537535706152e-08	0.000584790850708269	-42.8571428571429
Chromosome_12	16010114	16010116	*	2.38293216176695e-05	0.0457103979871133	41.0095953274927
Chromosome_12	18914952	18914954	*	8.71682552811716e-06	0.0245788119287725	-25.4545454545455
Chromosome_12	23242180	23242182	*	7.54622634204252e-06	0.0226688001619722	-32.21269296741
Chromosome_12	28989946	28989948	*	4.30338814448153e-06	0.0157153063315099	39.5906432748538
Chromosome_12	34364527	34364529	*	4.06642588185565e-07	0.00321129359933041	43.2432432432432
Chromosome_12	34371835	34371837	*	6.18105855903657e-09	0.000165491210372806	41.2698412698413
Chromosome_12	34371960	34371962	*	2.15045744492572e-05	0.043425890456405	37.9679144385027
Chromosome_12	74171396	74171398	*	6.15475560276143e-07	0.00444778549439084	-45.1271186440678
Chromosome_12	74173296	74173298	*	8.36013979022185e-07	0.00538152627478125	-33.3333333333333
Chromosome_12	74176730	74176732	*	4.40534073135908e-06	0.0159428485702939	-40
Chromosome_12	76508250	76508252	*	2.08297026035023e-06	0.0100141781816613	27.4509803921569
Chromosome_12	76508263	76508265	*	8.65458904484643e-09	0.000207174051578555	37.037037037037
Chromosome_12	76508478	76508480	*	8.57220112263387e-07	0.00547204919323064	29.1666666666667
Chromosome_12	76509115	76509117	*	4.02198156167814e-07	0.00318714791273834	44.9874686716792
Chromosome_12	76509280	76509282	*	1.32281714371771e-07	0.00150316586947772	39.7773654916512
Chromosome_12	76509294	76509296	*	2.15424419053468e-08	0.00041773636431976	40
Chromosome_12	82411288	82411290	*	9.13991603311688e-06	0.0253978432318485	27.2727272727273
Chromosome_12	87065669	87065671	*	3.56552025599389e-10	2.64314723537465e-05	-47.2727272727273
Chromosome_12	98756987	98756989	*	1.07514235912012e-05	0.028464234696067	44.3918918918919
Chromosome_12	102401772	102401774	*	1.38657112705973e-06	0.00749631247084991	-37.2093023255814
Chromosome_12	103094479	103094481	*	3.81597249239874e-06	0.0145463821451924	38.6904761904762
Chromosome_12	107470697	107470699	*	1.68962790210802e-06	0.00870595375307469	27.5862068965517
Chromosome_12	112832327	112832329	*	1.10357711963262e-05	0.0287863711839614	39.451114922813
Chromosome_12	113078809	113078811	*	2.36098339160681e-07	0.0021445321067166	58.3091787439614
Chromosome_12	115408878	115408880	*	5.49035285047629e-06	0.0183388441546154	-36.0225140712946
Chromosome_12	117873032	117873034	*	1.29276655205818e-05	0.0313380458369631	43.7689969604863
Chromosome_12	118286969	118286971	*	1.92058303435387e-05	0.0403839348953101	-25.9259259259259
Chromosome_12	119856035	119856037	*	1.21486861801964e-05	0.0304559440304834	-39.199423007573
Chromosome_12	120622748	120622750	*	5.2209311649516e-10	2.69450101344427e-05	49.4745691467003
Chromosome_12	122466336	122466338	*	5.21130572312792e-06	0.0177947392880271	-47.208402432283
Chromosome_13	3970834	3970836	*	1.18159665819393e-08	0.000256167205445706	-36.734693877551
Chromosome_13	10998692	10998694	*	5.23779110185269e-07	0.00393357005197903	-43.6374549819928
Chromosome_13	14314741	14314743	*	2.08864541487898e-05	0.0424870700507511	-27.3118279569892
Chromosome_13	17767940	17767942	*	1.07745349887637e-05	0.028464234696067	-41.6376306620209
Chromosome_13	27141072	27141074	*	7.1903369528747e-09	0.000183597547277076	30
Chromosome_13	29506316	29506318	*	3.19564010775947e-07	0.00266077972730224	32.0754716981132
Chromosome_13	42106992	42106994	*	1.23576551325085e-05	0.0305746950819802	39.7037037037037
Chromosome_13	43565134	43565136	*	4.7010709892658e-06	0.0166717790228861	-29.8245614035088
Chromosome_13	44763411	44763413	*	8.10802489379267e-06	0.0235218569953389	-65
Chromosome_13	54146778	54146780	*	2.01514909088723e-06	0.00983210295664088	-27.2727272727273
Chromosome_13	56871314	56871316	*	2.18088952066401e-05	0.0438008241485151	-39.0476190476191
Chromosome_13	56871470	56871472	*	8.28502655193815e-06	0.0238144154309551	-48.5
Chromosome_13	56871473	56871475	*	7.07787198224985e-06	0.0218033897206287	-49.1978609625668
Chromosome_13	56871476	56871478	*	9.60386969117701e-06	0.0261681432396345	-50.356394129979
Chromosome_13	56872041	56872043	*	1.63377272542532e-05	0.0362081458652002	-38.6885245901639
Chromosome_13	56873420	56873422	*	1.97325745777663e-06	0.00968942580556906	-49.2424242424242
Chromosome_13	56875216	56875218	*	1.97516605460314e-05	0.0411192145748764	-40.524492825334
Chromosome_13	56875256	56875258	*	2.4095770861859e-05	0.0461060544680797	-44.515306122449
Chromosome_13	58284018	58284020	*	4.42147958523007e-06	0.0159465278145371	31.3333333333333
Chromosome_13	66516697	66516699	*	1.36926567958494e-05	0.0327094161726449	43.4893617021277
Chromosome_13	70200122	70200124	*	1.06949224131832e-07	0.00129355285589197	-69.9463327370304
Chromosome_13	70325212	70325214	*	1.3045519546252e-05	0.0315571603303033	-37.4434389140271
Chromosome_13	72602271	72602273	*	2.20850246412668e-06	0.0104001165891871	31.1475409836066
Chromosome_13	77983885	77983887	*	9.04673645230963e-06	0.0252610992559439	-33.5531135531136
Chromosome_13	81689311	81689313	*	3.17431520881023e-10	2.5154297544596e-05	59.0874811463047
Chromosome_13	90407206	90407208	*	3.55110585108128e-06	0.0141432085883742	-29.1666666666667
Chromosome_13	90407253	90407255	*	2.57761409640105e-06	0.0115243097023571	-26.4150943396226
Chromosome_13	92771200	92771202	*	9.70609585901574e-07	0.0058794812070594	-41.4906103286385
Chromosome_13	105055650	105055652	*	5.31431342799915e-07	0.00396512232506175	-28.2608695652174
Chromosome_13	109549727	109549729	*	9.51739870193679e-06	0.0260685241172288	47.0170454545455
Chromosome_14	1842684	1842686	*	1.66959765544992e-05	0.0366458910670933	-31.5789473684211
Chromosome_14	5903962	5903964	*	5.49613429342612e-07	0.00407432607864054	41.9666145018258
Chromosome_14	8255884	8255886	*	4.85739535649213e-08	0.000740963602869928	45.6932773109244
Chromosome_14	12865028	12865030	*	1.83256448570604e-05	0.039066153016142	35.4628422425033
Chromosome_14	17957724	17957726	*	1.23998920730199e-05	0.0305746950819802	36.6709183673469
Chromosome_14	18252010	18252012	*	3.78458652794723e-06	0.0145463821451924	-31.8181818181818
Chromosome_14	22120309	22120311	*	2.11585669291414e-07	0.00197952179095385	51.7021276595745
Chromosome_14	22120326	22120328	*	5.64659700655045e-08	0.000817564070238906	50.4411001556824
Chromosome_14	22120566	22120568	*	1.30362243688822e-09	5.16516232733995e-05	-50
Chromosome_14	22121954	22121956	*	2.56752705273806e-06	0.011501587954504	55.0904977375566
Chromosome_14	22126237	22126239	*	3.01324243935395e-06	0.0126824037374261	31.5789473684211
Chromosome_14	22144305	22144307	*	1.09346879703441e-05	0.0286201575720239	37.3626373626374
Chromosome_14	22144319	22144321	*	3.39625392919123e-06	0.0138628301046825	36.7521367521368
Chromosome_14	22147610	22147612	*	8.38698165444694e-08	0.00108279397988466	46.8855001292324
Chromosome_14	22149262	22149264	*	2.14209321202444e-09	7.45855284689329e-05	50.1767920282867
Chromosome_14	22149295	22149297	*	4.14677835153817e-08	0.000678081695362165	50.2118644067797
Chromosome_14	23907717	23907719	*	6.71690891850139e-06	0.021001110594299	-33.3333333333333
Chromosome_14	26443641	26443643	*	2.08300313715358e-07	0.00197778120878795	-25.8064516129032
Chromosome_14	31465249	31465251	*	5.74240036750173e-06	0.0189602636005069	44.8979591836735
Chromosome_14	31466334	31466336	*	1.47881595449833e-05	0.0340520864967145	44.4140862173649
Chromosome_14	31515331	31515333	*	1.19006647831575e-05	0.0300531481076841	-27.0833333333333
Chromosome_14	32973044	32973046	*	8.34789005668135e-07	0.00538152627478125	42.6190476190476
Chromosome_14	32974206	32974208	*	1.38962346327184e-06	0.00749631247084991	31.0176390773406
Chromosome_14	32975509	32975511	*	7.87251564997125e-07	0.00521367793128024	29.5081967213115
Chromosome_14	32975989	32975991	*	7.57455153882728e-08	0.000994669996715404	37.2881355932203
Chromosome_14	33163193	33163195	*	2.72784848910118e-05	0.0492825618261616	-36.5384615384615
Chromosome_14	33489838	33489840	*	2.43384473790539e-05	0.0464547905422248	56.4564564564565
Chromosome_14	33491185	33491187	*	1.22757149271417e-05	0.0305388899107569	45.4545454545455
Chromosome_14	33491255	33491257	*	4.04943584918913e-06	0.0151314152348235	57.9651162790698
Chromosome_14	33491371	33491373	*	7.19044589787163e-06	0.0219841150417591	60.3723404255319
Chromosome_14	33695693	33695695	*	5.00707760250196e-06	0.0173376501874262	26.0869565217391
Chromosome_14	35545872	35545874	*	2.49442172405994e-05	0.0470633387655057	30
Chromosome_14	36030171	36030173	*	1.53203817630585e-07	0.00162995636451678	35.8974358974359
Chromosome_14	36030176	36030178	*	4.90823480996932e-07	0.00377237001919574	33.3333333333333
Chromosome_14	38920511	38920513	*	2.5448784430984e-05	0.0473927625867687	32.3331158947597
Chromosome_14	39057882	39057884	*	6.92442767814801e-06	0.0215098889105496	-26.9434790561551
Chromosome_14	41134981	41134983	*	2.14737083398304e-07	0.00198183660110434	-43.4343434343434
Chromosome_14	46638131	46638133	*	2.48534293411858e-07	0.00223978475149692	28.2608695652174
Chromosome_14	46638156	46638158	*	1.18766388864336e-05	0.0300254697261672	25.4305396096441
Chromosome_14	52979424	52979426	*	1.07889314338e-05	0.028464234696067	-37.8446115288221
Chromosome_14	54884776	54884778	*	3.97194540510292e-06	0.0149880840401116	29.7297297297297
Chromosome_14	54900103	54900105	*	3.51846369124393e-09	0.00010421285912663	46.1538461538462
Chromosome_14	55941536	55941538	*	4.75612402574228e-07	0.00368007664374981	34.1117216117216
Chromosome_14	57911757	57911759	*	1.11861959834745e-05	0.0289487356159696	-36.9707811568277
Chromosome_14	60635206	60635208	*	4.98299749873841e-06	0.0173240469268285	28.8888888888889
Chromosome_14	61695141	61695143	*	1.24075405743907e-07	0.00144737017675233	41.304347826087
Chromosome_14	62084996	62084998	*	3.10412391629624e-06	0.0128995351537433	34.1702127659574
Chromosome_14	62085002	62085004	*	9.67902472291351e-07	0.0058794812070594	36.3370880267
Chromosome_14	76104093	76104095	*	1.15081108061573e-05	0.0294830041508697	40.1108269394714
Chromosome_14	76104101	76104103	*	5.62047113737553e-06	0.0186755830889163	43.3051269288203
Chromosome_14	83095987	83095989	*	4.27733916557109e-06	0.0156521566741191	-36.4255319148936
Chromosome_14	84337591	84337593	*	1.9159914936946e-06	0.00953041347574062	41.8067226890756
Chromosome_14	84337682	84337684	*	1.49311926774602e-05	0.0341151090153173	37.9411764705882
Chromosome_14	87144915	87144917	*	2.09295068993402e-06	0.0100202348590073	29.1666666666667
Chromosome_14	88005329	88005331	*	2.40240076286352e-05	0.0460454175682613	-42.296918767507
Chromosome_14	89530128	89530130	*	1.84491455460889e-05	0.0392565964318902	38.3030303030303
Chromosome_14	91346401	91346403	*	1.48377304326657e-05	0.0341097318469377	41.304347826087
Chromosome_14	93045190	93045192	*	1.99542233183768e-07	0.00191865579255355	30.6451612903226
Chromosome_14	93047610	93047612	*	1.10981597573818e-05	0.0288182658377058	28
Chromosome_14	93047886	93047888	*	1.11524264895699e-05	0.0288938817611348	47.5
Chromosome_14	93049492	93049494	*	1.91839039295023e-07	0.00186803551894387	29.5081967213115
Chromosome_14	93049504	93049506	*	3.19726275595395e-08	0.000556627346952587	32.7868852459016
Chromosome_14	93049510	93049512	*	1.46084463020555e-07	0.00159104225926355	32.8125
Chromosome_14	93051536	93051538	*	3.53716868942595e-09	0.00010421285912663	43.6363636363636
Chromosome_14	93055071	93055073	*	3.37313007638565e-07	0.00276234462898575	27.8688524590164
Chromosome_14	93057767	93057769	*	7.18278773714809e-07	0.00495688611202617	41.8604651162791
Chromosome_14	93057777	93057779	*	3.01902595938504e-06	0.0126835160498883	47.6190476190476
Chromosome_14	93147450	93147452	*	2.69531305634934e-06	0.0117180126967332	-25.4901960784314
Chromosome_14	94792639	94792641	*	7.68611927010017e-06	0.0229093561112874	33.0977953646128
Chromosome_14	95775604	95775606	*	1.39659590031327e-09	5.34908691029195e-05	56.9250871080139
Chromosome_14	95776727	95776729	*	1.18588135978279e-05	0.0300134234731133	40.2424242424242
Chromosome_14	95941590	95941592	*	1.16767802606005e-08	0.000256167205445706	-45.4571843251089
Chromosome_14	95951261	95951263	*	5.0856407185829e-06	0.0175481601094254	-35.4545454545455
Chromosome_14	96291128	96291130	*	1.19962978585518e-07	0.00141375049769226	47.4206349206349
Chromosome_14	97500459	97500461	*	1.31312014659325e-05	0.0316976932271279	-44.151319064211
Chromosome_14	97538905	97538907	*	4.868707465344e-08	0.000740963602869928	-54.4365572315883
Chromosome_14	97540736	97540738	*	8.01221452564718e-07	0.00526478710747382	-39.3596986817326
Chromosome_14	98550181	98550183	*	6.99817433170023e-06	0.0217033458353361	45.6521739130435
Chromosome_14	104517048	104517050	*	4.88888277285777e-07	0.00377010548325328	42.7015250544662
Chromosome_14	107569349	107569351	*	2.17514719611577e-05	0.0437323246189691	-52.5641025641026
Chromosome_14	107569361	107569363	*	1.81484770817867e-05	0.0388325623082706	-47.2222222222222
Chromosome_14	109391876	109391878	*	7.91181726734119e-06	0.0232503575988294	-30.9859154929577
Chromosome_2	1266186	1266188	*	2.99099737259645e-07	0.00252701179644427	-53.6538461538462
Chromosome_2	1336464	1336466	*	3.04223005200663e-12	6.35564320579326e-07	-69.8909435751541
Chromosome_2	1340029	1340031	*	2.73620654384669e-10	2.32887004501643e-05	-48.9738805970149
Chromosome_2	1460176	1460178	*	5.03906076007544e-06	0.01741358104444	36.958041958042
Chromosome_2	1810306	1810308	*	6.59812611246664e-07	0.00469888425660213	-43.6612021857924
Chromosome_2	8239741	8239743	*	7.62606713581092e-06	0.0228043928086024	-36.5618448637317
Chromosome_2	12273747	12273749	*	2.32390207066657e-06	0.0107670390510296	36.799608514803
Chromosome_2	13094682	13094684	*	2.1056318485591e-05	0.042746066375744	-37.3160173160173
Chromosome_2	14208481	14208483	*	2.03778525076865e-06	0.00990050655353106	36.8515607455648
Chromosome_2	16843116	16843118	*	1.05282938200785e-07	0.00128694589545064	28.5714285714286
Chromosome_2	16973886	16973888	*	5.44367084289529e-06	0.0182892500377434	30.1075268817204
Chromosome_2	16974025	16974027	*	2.65439867731506e-05	0.04860005971777	25.094696969697
Chromosome_2	16974114	16974116	*	1.18326561534608e-05	0.0300133303599153	28.9173789173789
Chromosome_2	16974130	16974132	*	1.88809177029875e-06	0.00943246949523248	33.5648148148148
Chromosome_2	17376999	17377001	*	2.48222478379815e-08	0.000463763043898332	33.31088664422
Chromosome_2	18109662	18109664	*	9.73071105130465e-08	0.00121208417079295	26.6666666666667
Chromosome_2	18738647	18738649	*	9.77517396549503e-07	0.00589602968244138	-31.0919699916644
Chromosome_2	19726962	19726964	*	1.45153305694454e-05	0.033898248254159	-39.5996860282575
Chromosome_2	22737198	22737200	*	7.92984054692537e-06	0.02327356079649	31.6137566137566
Chromosome_2	22980244	22980246	*	1.24293440313498e-06	0.00691605278289802	-33.4501347708895
Chromosome_2	29675490	29675492	*	1.38204096322189e-05	0.0328696412613885	40.8991228070175
Chromosome_2	34321723	34321725	*	2.59439431821079e-05	0.0480036798314447	-54.810298102981
Chromosome_2	34324115	34324117	*	9.70781057826768e-06	0.0263389237543453	-61.2622826908541
Chromosome_2	34332291	34332293	*	6.88486784431506e-09	0.000181859711380116	48.7485560261841
Chromosome_2	35316910	35316912	*	1.44216748205929e-07	0.00157818003843727	-27.5
Chromosome_2	36231284	36231286	*	6.19317342834304e-09	0.000165491210372806	-38.2779198635976
Chromosome_2	38987154	38987156	*	2.68727380070415e-05	0.0488954794787893	-27.0833333333333
Chromosome_2	39484587	39484589	*	4.20476697706279e-08	0.000678081695362165	-40.6779661016949
Chromosome_2	43398165	43398167	*	6.30829430522623e-06	0.0202469246231504	-35.6215846994535
Chromosome_2	43960611	43960613	*	9.41133816275182e-06	0.0259949025688936	43.75
Chromosome_2	45710942	45710944	*	1.6435751948417e-10	1.71682899414788e-05	53.964552238806
Chromosome_2	46983811	46983813	*	7.03935190893842e-06	0.0217722847118891	45.2570921985816
Chromosome_2	48414218	48414220	*	1.47732532046173e-05	0.034051882402752	45.8592132505176
Chromosome_2	48716169	48716171	*	3.30786931029276e-06	0.0135986775724611	42.0385395537525
Chromosome_2	51290160	51290162	*	5.01193934491685e-08	0.000757743745431818	45.0290851401375
Chromosome_2	54405290	54405292	*	1.48299327257148e-12	4.51207291302261e-07	-64.4016227180527
Chromosome_2	55007410	55007412	*	1.0624886271691e-05	0.0282599044668852	46.4593301435407
Chromosome_2	55236004	55236006	*	6.95613604300409e-08	0.000945891895031106	-49.2537313432836
Chromosome_2	55814615	55814617	*	8.43341172091239e-06	0.0241651267086467	36.8971404182672
Chromosome_2	58744907	58744909	*	8.66562160902589e-06	0.0245266255241097	30.3165973776783
Chromosome_2	58947504	58947506	*	1.83674483426166e-05	0.0391189801660552	-35.7549857549858
Chromosome_2	58957927	58957929	*	3.46362410861363e-06	0.0139780603532531	41.511530980828
Chromosome_2	59525551	59525553	*	7.0747484842401e-06	0.0218033897206287	-36.4522417153996
Chromosome_2	63058393	63058395	*	1.59205875105487e-06	0.00833402332882046	29.2682926829268
Chromosome_2	65490995	65490997	*	1.22685056241426e-05	0.0305388899107569	-34.8051948051948
Chromosome_2	68333103	68333105	*	1.74285965958913e-06	0.00894014464808899	43.7179487179487
Chromosome_2	78501932	78501934	*	1.3770561185434e-05	0.0328272684813162	36.7057673509286
Chromosome_2	83460093	83460095	*	5.16247966583247e-06	0.017706947234712	-27.2727272727273
Chromosome_2	84695023	84695025	*	2.50577787962721e-05	0.0471614391080097	35.6150793650794
Chromosome_2	85169927	85169929	*	2.9761179877932e-07	0.00252371899021306	43.3586337760911
Chromosome_2	98015899	98015901	*	5.00954374967595e-06	0.0173376501874262	42.2604422604423
Chromosome_2	100191437	100191439	*	8.60143689104339e-06	0.0244635673967606	-26.3157894736842
Chromosome_2	100425234	100425236	*	9.38616838413703e-06	0.0259565793484833	-41.1184210526316
Chromosome_2	100597869	100597871	*	8.48534763325686e-10	3.97954757700197e-05	-45.0980392156863
Chromosome_2	105800164	105800166	*	8.32522741873596e-06	0.0238849167318956	39.8932112890923
Chromosome_2	107616564	107616566	*	4.11634109234937e-10	2.65179539819985e-05	53.968253968254
Chromosome_2	107643267	107643269	*	9.24391019729942e-08	0.00116081969996691	33.3333333333333
Chromosome_2	111786494	111786496	*	2.49832108771633e-05	0.0470982412475372	41.4267834793492
Chromosome_2	112579627	112579629	*	5.51431088625684e-08	0.000807145326573312	-49.848759830611
Chromosome_2	113598310	113598312	*	4.4436863259834e-06	0.0159559829241067	46.5116279069767
Chromosome_2	113598317	113598319	*	1.23794287677083e-05	0.0305746950819802	44.5830969937606
Chromosome_2	115655700	115655702	*	9.15313291978648e-07	0.00574710094696069	30
Chromosome_2	125200172	125200174	*	9.20987357426504e-06	0.0255613315549503	33.2111436950147
Chromosome_2	127266818	127266820	*	1.98762561991812e-05	0.0412244592311561	-26.6666666666667
Chromosome_2	130708814	130708816	*	2.73020805251159e-06	0.011793541855874	-28
Chromosome_2	139712337	139712339	*	1.06783403312113e-05	0.0283692459535819	-44.7368421052632
Chromosome_2	139727377	139727379	*	3.523532650039e-06	0.0141064840863737	-39.2597968069666
Chromosome_2	139727434	139727436	*	1.69741414566078e-07	0.00175709395423192	-57.002457002457
Chromosome_2	139774570	139774572	*	5.97860376541405e-06	0.0195158402266871	-52.4994077232883
Chromosome_2	139784477	139784479	*	1.12657821197091e-06	0.00653212012240529	-39.4376618571957
Chromosome_3	3116719	3116721	*	7.4714174167413e-06	0.0225029059091013	-39.5685670261941
Chromosome_3	10809626	10809628	*	9.93168103275236e-06	0.0268512173050826	-37.9669030732861
Chromosome_3	20046221	20046223	*	6.87986854272966e-06	0.0214231791699017	-41.6190970420342
Chromosome_3	23599834	23599836	*	4.74390625794862e-06	0.0167719239191763	44.7293447293447
Chromosome_3	23599841	23599843	*	1.17031429252781e-06	0.00664709675471183	46.5811965811966
Chromosome_3	24014128	24014130	*	5.26201556243284e-10	2.69450101344427e-05	59.7670250896057
Chromosome_3	25065193	25065195	*	1.65668006816522e-05	0.0364668533294714	41.6666666666667
Chromosome_3	28964670	28964672	*	8.52060555329328e-06	0.0242637022491928	30.4761904761905
Chromosome_3	28964773	28964775	*	8.62905712395545e-06	0.0245117864406346	26.4150943396226
Chromosome_3	32545875	32545877	*	2.85057938478527e-06	0.0121761785000217	-38.0896226415094
Chromosome_3	39013005	39013007	*	5.47174018622458e-06	0.0183182001406795	32.6086956521739
Chromosome_3	41829557	41829559	*	6.49812218407848e-14	4.47195441134062e-08	-77.0444763271162
Chromosome_3	46954736	46954738	*	2.70087633911758e-05	0.0489576566932569	-47.2222222222222
Chromosome_3	48269956	48269958	*	1.46040069486232e-05	0.0340028265436789	38.9778325123153
Chromosome_3	54509369	54509371	*	6.60445717009373e-07	0.00469888425660213	-43.0555555555556
Chromosome_3	55934145	55934147	*	6.48519290095237e-07	0.00465728764796351	-31.4285714285714
Chromosome_3	55935768	55935770	*	9.59210078598412e-07	0.00587817629938619	-41.4634146341463
Chromosome_3	55946493	55946495	*	3.79482034480391e-08	0.00063654746784001	-36.3636363636364
Chromosome_3	55946498	55946500	*	3.3872612490575e-06	0.0138507254244886	-33.6324786324786
Chromosome_3	55947453	55947455	*	1.66857752196298e-06	0.00864849366994446	-35
Chromosome_3	55948676	55948678	*	3.45028055835688e-06	0.0139780603532531	-32.0754716981132
Chromosome_3	55948716	55948718	*	1.54520814864898e-07	0.00163639218841468	-37.7358490566038
Chromosome_3	55948745	55948747	*	4.51516911217101e-06	0.0161370145271286	-26.3157894736842
Chromosome_3	55948854	55948856	*	1.22183878724776e-07	0.00143257701258509	-32.3943661971831
Chromosome_3	55948878	55948880	*	1.36837740335326e-06	0.00743234582706475	-38.4615384615385
Chromosome_3	55949119	55949121	*	1.00917399710157e-08	0.000233321361457015	-38.1818181818182
Chromosome_3	55949738	55949740	*	2.78131678304122e-06	0.0119469436751514	-27.5862068965517
Chromosome_3	55949762	55949764	*	8.67937935147435e-06	0.0245266255241097	-35.8490566037736
Chromosome_3	55949770	55949772	*	1.99095772634164e-06	0.00975549561142609	-29.3103448275862
Chromosome_3	55949793	55949795	*	5.88316505129221e-07	0.00429200896672712	-28.3582089552239
Chromosome_3	55949824	55949826	*	1.52917625500373e-05	0.0345878828640748	-26.1538461538462
Chromosome_3	66782000	66782002	*	6.90621538172761e-07	0.00485091868416369	-37.6118067978533
Chromosome_3	68627520	68627522	*	1.20026602095072e-05	0.0302442497018698	-38.2161234991424
Chromosome_3	68652330	68652332	*	1.52533873920399e-07	0.00162995636451678	-46.1538461538462
Chromosome_3	69884502	69884504	*	1.26201370897245e-05	0.0308729363058145	-38.0952380952381
Chromosome_3	69908595	69908597	*	3.31614612086375e-11	4.76292582299991e-06	-45.7627118644068
Chromosome_3	69953162	69953164	*	6.02223256757672e-06	0.0195748413615854	-38.7165775401069
Chromosome_3	72179509	72179511	*	1.72745220876267e-05	0.0374309941575655	27.5851197982345
Chromosome_3	72190898	72190900	*	3.23009786379001e-07	0.00267976094419514	47.112366603892
Chromosome_3	74553836	74553838	*	2.33177872944935e-05	0.0451817230427762	30.5555555555556
Chromosome_3	74568417	74568419	*	3.76946927193804e-06	0.0145342989711136	29.3103448275862
Chromosome_3	74568456	74568458	*	4.85274801320278e-08	0.000740963602869928	37.037037037037
Chromosome_3	74568491	74568493	*	5.47574072111373e-06	0.0183182001406795	34.7535505430242
Chromosome_3	74569251	74569253	*	2.52901423493653e-05	0.0472889349353564	27.7777777777778
Chromosome_3	75975606	75975608	*	2.11282727712983e-05	0.0428164920088148	37.6602564102564
Chromosome_3	78355397	78355399	*	4.69318348588607e-10	2.65179539819985e-05	-53.8804638715433
Chromosome_3	78458570	78458572	*	1.39723126887817e-07	0.00154370781593845	-35.5846774193548
Chromosome_3	81064678	81064680	*	1.68713275527592e-07	0.00175435357143555	39.3620134621013
Chromosome_3	81064683	81064685	*	3.19417144551151e-08	0.000556627346952587	44.9002849002849
Chromosome_3	81064795	81064797	*	7.393558075339e-09	0.000186712003009609	46
Chromosome_3	81064807	81064809	*	5.81129838842746e-08	0.000834667175407501	43.7564499484004
Chromosome_3	81189098	81189100	*	1.10004796432587e-09	4.95680218328926e-05	45.8333333333333
Chromosome_3	81189105	81189107	*	1.19250577952309e-09	5.03578444858256e-05	44.2307692307692
Chromosome_3	81189112	81189114	*	3.07939292579845e-09	9.69398609660817e-05	41.8181818181818
Chromosome_3	81189131	81189133	*	1.74184154815889e-05	0.0376207248850771	41.7950693374422
Chromosome_3	81189524	81189526	*	7.56165792568515e-07	0.0050810218506593	34.6469622331691
Chromosome_3	81189683	81189685	*	6.30448102614319e-08	0.000872773187391423	30.6666666666667
Chromosome_3	81514612	81514614	*	2.37397463644746e-05	0.0456147224592618	28.5714285714286
Chromosome_3	81514625	81514627	*	1.23677030493727e-05	0.0305746950819802	32.3529411764706
Chromosome_3	81514633	81514635	*	1.6605972413356e-06	0.00863380398472759	34.2857142857143
Chromosome_3	94314613	94314615	*	1.47024124705667e-06	0.00783919511745051	41.031746031746
Chromosome_3	94333195	94333197	*	4.20672311919956e-06	0.015467639898128	-36.620082815735
Chromosome_3	99862260	99862262	*	2.16761259273332e-05	0.0436272752314912	-38.0269320843091
Chromosome_3	103639952	103639954	*	2.21939033625922e-05	0.0441951352857781	29.4117647058824
Chromosome_3	110760728	110760730	*	6.41438951182346e-08	0.000882671287112606	34.3997812414547
Chromosome_3	112006560	112006562	*	2.3130851481268e-05	0.0449920751045862	-31.25
Chromosome_3	116143369	116143371	*	1.87820616646647e-05	0.0398503960606653	44.4230151076824
Chromosome_3	116144263	116144265	*	1.45974481724626e-06	0.00780132962322505	44.3198159332758
Chromosome_3	116144379	116144381	*	1.49048592793546e-05	0.0341151090153173	54.9851742031134
Chromosome_3	116144560	116144562	*	1.47650753239375e-05	0.034051882402752	60.0124378109453
Chromosome_3	116144563	116144565	*	1.32113172874388e-10	1.5180157199538e-05	53.1862745098039
Chromosome_3	116144611	116144613	*	1.27296423461225e-07	0.00146379363299168	59.5287308805291
Chromosome_3	116961232	116961234	*	6.41919031476365e-06	0.0204022489413245	40.9581646423752
Chromosome_3	127604489	127604491	*	3.50466948463114e-07	0.00284590745561916	-41.6744186046512
Chromosome_3	127618067	127618069	*	6.45212645554663e-06	0.0204514924299545	-50.6227106227106
Chromosome_3	129365221	129365223	*	2.1842721982748e-05	0.0438008241485151	28.7412587412587
Chromosome_3	129365233	129365235	*	2.70511879049927e-06	0.0117292600001097	29.6185737976783
Chromosome_3	132504862	132504864	*	1.09745857902367e-07	0.00131017850156145	-51.6326530612245
Chromosome_3	133249947	133249949	*	5.71606442873732e-06	0.0189004634082998	26.530612244898
Chromosome_3	139548696	139548698	*	3.45711858189905e-06	0.0139780603532531	-56.2354312354312
Chromosome_3	139697569	139697571	*	5.04148580455127e-07	0.00383629280681579	-27.7777777777778
Chromosome_3	144403815	144403817	*	1.43985827534414e-05	0.0337295759435539	-32.8595317725753
Chromosome_3	146754543	146754545	*	1.45295895054986e-05	0.033898248254159	-36.0722610722611
Chromosome_4	5560149	5560151	*	1.04416226660886e-05	0.0279016370728284	31.7073170731707
Chromosome_4	7831519	7831521	*	7.85977865370729e-06	0.0231863826986499	-45.9183673469388
Chromosome_4	7831577	7831579	*	2.50202690551075e-05	0.0471294407849069	-58.5521380345086
Chromosome_4	8315750	8315752	*	4.08152783746763e-06	0.0152018954238839	38.9486260454002
Chromosome_4	8541381	8541383	*	1.24483761562708e-05	0.0306613449467619	-36.6749688667497
